timestamps,property_id,latitude,longitude,bedroom_number,bathroom_number,price_per_unit,living_space,land_space,broker_id,year_build,total_num_units,listing_age,agent_name,agent_phone,is_owned_by_zillow,pred_price
2025-05-31 17:09:09.142726410,2066828783,29.801208,-95.56887,,0.0,,,0.3196,,,,-1,,,0,302699.47
2025-05-31 19:07:04.665929322,2067242787,,,,,,,1.0,,,,-1,,,0,112447.41
2025-05-31 21:05:00.189132233,2542308,38.75929,-90.544785,4.0,2.0,131.0,2663.0,1.25,,,,-1,,,0,334357.9
2025-05-31 23:02:55.712335145,78845740,33.656654,-95.550026,5.0,3.0,99.0,4300.0,0.68,,,,-1,,,0,399581.9
2025-06-01 01:00:51.235538057,51404413,41.413338,-87.745476,3.0,2.0,114.0,2105.0,9583.2,,,,-1,,,0,225305.48
2025-06-01 02:58:46.758740969,2121346544,38.051365,-91.256775,0.0,0.0,,,10.0,,,,-1,,,0,155918.16
2025-06-01 04:56:42.281943880,2064165893,26.063627,-97.208244,1.0,2.0,556.0,835.0,2800.0,,,,-1,,,0,547333.0
2025-06-01 06:54:37.805146792,18974125,35.59394,-118.49619,3.0,2.0,157.0,1899.0,0.28,,,,-1,,,0,376690.67
2025-06-01 08:52:33.328349704,87570218,29.366295,-100.90953,2.0,1.0,89.0,740.0,0.33,,,,-1,,,0,113683.0
2025-06-01 10:50:28.851552616,13237673,39.965515,-105.15569,2.0,2.0,448.0,970.0,,,,,-1,,,0,436984.14
2025-06-01 12:48:24.374755527,2594369,38.82464,-90.32705,3.0,2.0,147.0,1014.0,4791.6,,,,-1,,,0,156580.99
2025-06-01 14:46:19.897958439,87791205,34.681828,-118.231514,5.0,3.0,188.0,3026.0,6970.0,,,,-1,,,0,562027.42
2025-06-01 16:44:15.421161351,28959480,32.691696,-97.43552,2.0,2.0,129.0,1392.0,2570.04,,,,-1,,,0,186089.74
2025-06-01 18:42:10.944364263,135884383,33.97486,-118.30281,12.0,,380.0,2888.0,0.2581,,,,-1,,,0,1174005.85
2025-06-01 20:40:06.467567174,2073671147,41.25286,-87.86403,,,,,0.33,,,,-1,,,0,52358.58
2025-06-01 22:38:01.990770086,299731679,31.96871,-102.143166,3.0,2.0,181.0,1605.0,3789.72,,,,-1,,,0,339928.89
2025-06-02 00:35:57.513972998,2068984000,39.450787,-104.77976,4.0,3.0,230.0,3857.0,,,,,-1,,,0,1198458.55
2025-06-02 02:33:53.037175909,109808276,32.650448,-93.72092,3.0,2.0,147.0,1778.0,7927.92,,,,-1,,,0,269890.7
2025-06-02 04:31:48.560378821,83752569,33.043232,-96.64621,4.0,5.0,188.0,3708.0,7579.44,,,,-1,,,0,727103.72
2025-06-02 06:29:44.083581733,61359779,34.40046,-118.58671,5.0,6.0,565.0,5218.0,0.2823,,,,-1,,,0,3031235.67
2025-06-02 08:27:39.606784645,6896321,36.262924,-115.22822,5.0,5.0,201.0,3352.0,0.28,,,,-1,,,0,701197.52
2025-06-02 10:25:35.129987556,2065650547,30.363825,-95.39148,,0.0,,,,,,,-1,,,0,75605.49
2025-06-02 12:23:30.653190468,77776505,31.141832,-93.28678,3.0,2.0,72.0,1319.0,8712.0,,,,-1,,,0,95714.0
2025-06-02 14:21:26.176393380,2067838705,32.265057,-95.29605,,,,,4.086,,,,-1,,,0,156285.5
2025-06-02 16:19:21.699596292,333553448,40.075237,-104.78264,3.0,3.0,241.0,1895.0,5500.0,,,,-1,,,0,779173.98
2025-06-02 18:17:17.222799203,169471521,29.50384,-98.280464,3.0,3.0,163.0,2015.0,6316.2,,,,-1,,,0,328382.28
2025-06-02 20:15:12.746002115,2066770497,,,5.0,4.0,140.0,4769.0,0.364,,,,-1,,,0,638317.6
2025-06-02 22:13:08.269205027,309733337,45.457027,-122.50889,4.0,3.0,349.0,2461.0,6969.6,,,,-1,,,0,858384.69
2025-06-03 00:11:03.792407939,2065768059,34.607365,-106.82965,,,,,5.0,,,,-1,,,0,60460.35
2025-06-03 02:08:59.315610850,28674871,32.58166,-96.31538,4.0,4.0,164.0,4226.0,0.418,,,,-1,,,0,670442.17
2025-06-03 04:06:54.838813762,68052668,40.066402,-105.28577,1.0,1.0,639.0,843.0,,,,,-1,,,0,619746.77
2025-06-03 06:04:50.362016674,220824904,36.18568,-115.96222,,,,0.0,0.43,,,,-1,,,0,39334.0
2025-06-03 08:02:45.885219586,7063661,36.104828,-115.069046,3.0,2.0,246.0,1482.0,6970.0,,,,-1,,,0,359962.46
2025-06-03 10:00:41.408422497,2065670550,29.7342,-95.86555,4.0,3.0,212.0,2068.0,6250.0,,,,-1,,,0,434454.45
2025-06-03 11:58:36.931625409,20510387,34.054935,-118.40998,2.0,4.0,612.0,2524.0,18.0755,,,,-1,,,0,1484398.3
2025-06-03 13:56:32.454828321,2067005643,47.564396,-122.675964,3.0,2.0,373.0,1273.0,4303.728,,,,-1,,,0,474196.94
2025-06-03 15:54:27.978031233,2066657395,,,3.0,2.0,321.0,1351.0,6534.0,,,,-1,,,0,425730.1
2025-06-03 17:52:23.501234144,133780708,34.10364,-109.908005,,,,,21.9,,,,-1,,,0,751062.18
2025-06-03 19:50:19.024437056,73753193,29.984673,-90.231415,2.0,1.0,212.0,1200.0,0.25,,,,-1,,,0,252596.49
2025-06-03 21:48:14.547639968,86018219,34.849712,-97.60443,3.0,2.0,80.0,1202.0,7802.0,,,,-1,,,0,95899.99
2025-06-03 23:46:10.070842879,27332190,33.112408,-97.051285,1.0,1.0,272.0,1062.0,0.738,,,,-1,,,0,290106.29
2025-06-04 01:44:05.594045791,13201156,40.186638,-105.08477,3.0,3.0,285.0,1837.0,7531.0,,,,-1,,,0,539901.04
2025-06-04 03:42:01.117248703,119834277,30.649025,-97.83805,3.0,2.0,273.0,1812.0,6229.08,,,,-1,,,0,492621.2
2025-06-04 05:39:56.640451615,2067014695,33.511253,-116.56292,,,,,40.0,,,,-1,,,0,282632.58
2025-06-04 07:37:52.163654526,2067644151,31.199375,-92.32966,,0.0,,,1.15,,,,-1,,,0,59904.9
2025-06-04 09:35:47.686857438,2076890450,30.452873,-97.96542,4.0,5.0,297.0,3499.0,,,,,-1,,,0,1016619.66
2025-06-04 11:33:43.210060350,66847830,36.117886,-115.03558,4.0,3.0,187.0,2315.0,4792.0,,,,-1,,,0,427172.75
2025-06-04 13:31:38.733263262,228477995,36.453014,-93.72163,,,,,0.2506,,,,-1,,,0,24868.48
2025-06-04 15:29:34.256466173,21240025,33.77133,-118.19544,1.0,1.0,484.0,617.0,0.3438,,,,-1,,,0,328707.95
2025-06-04 17:27:29.779669085,113707128,44.41949,-118.9564,2.0,2.0,185.0,888.0,4792.0,,,,-1,,,0,204757.94
2025-06-04 19:25:25.302871997,2067972709,,,,,,,10018.8,,,,-1,,,0,66816.99
2025-06-04 21:23:20.826074909,69030619,37.811558,-121.30868,6.0,4.0,223.0,3743.0,6098.4,,,,-1,,,0,825057.96
2025-06-04 23:21:16.349277820,216929140,34.744354,-112.04687,3.0,2.0,335.0,1603.0,9583.2,,,,-1,,,0,541399.71
2025-06-05 01:19:11.872480732,12902194,40.5257,-111.9275,6.0,5.0,211.0,4612.0,10454.4,,,,-1,,,0,1010360.6
2025-06-05 03:17:07.395683644,2067346013,26.095552,-97.680725,,,,,93.0,,,,-1,,,0,986511.37
2025-06-05 05:15:02.918886556,145379376,46.61096,-120.564415,2.0,2.0,37.0,1329.0,,,,,-1,,,0,253134.97
2025-06-05 07:12:58.442089467,13847405,40.35576,-105.205864,3.0,2.0,444.0,1080.0,0.84,,,,-1,,,0,478012.0
2025-06-05 09:10:53.965292379,2064330766,37.064514,-105.75261,,,,,5.0,,,,-1,,,0,56614.99
2025-06-05 11:08:49.488495291,2069314056,,,,,,,5.0,,,,-1,,,0,176211.0
2025-06-05 13:06:45.011698203,87333469,32.014034,-97.36611,,,,,9016.92,,,,-1,,,0,57595.93
2025-06-05 15:04:40.534901114,306329968,41.814342,-87.63316,3.0,3.0,,0.0,3075.336,,,,-1,,,0,519868.74
2025-06-05 17:02:36.058104026,54586393,33.15572,-111.55978,4.0,2.0,238.0,1909.0,5061.0,,,,-1,,,0,453711.57
2025-06-05 19:00:31.581306938,50931928,47.063618,-122.88215,3.0,3.0,270.0,1850.0,5553.9,,,,-1,,,0,502636.7
2025-06-05 20:58:27.104509849,2064097627,,,,,,,7187.4,,,,-1,,,0,86426.96
2025-06-05 22:56:22.627712761,244070601,41.28363,-96.22902,2.0,2.0,266.0,1250.0,7840.8,,,,-1,,,0,335923.74
2025-06-06 00:54:18.150915673,239675632,44.81084,-118.21736,,,,,73.54,,,,-1,,,0,381330.8
2025-06-06 02:52:13.674118585,23384171,48.49639,-122.22087,3.0,3.0,259.0,2384.0,0.36,,,,-1,,,0,607922.44
2025-06-06 04:50:09.197321496,20238029,34.620213,-118.20808,3.0,3.0,310.0,1756.0,8276.4,,,,-1,,,0,552870.87
2025-06-06 06:48:04.720524408,2067925531,35.662743,-91.612656,,,,,,,,,-1,,,0,26669.48
2025-06-06 08:46:00.243727320,5196492,41.490135,-90.528786,2.0,1.0,113.0,1144.0,5816.7,,,,-1,,,0,125771.0
2025-06-06 10:43:55.766930232,24780534,37.766167,-122.2079,2.0,1.0,504.0,890.0,5227.2,,,,-1,,,0,448044.0
2025-06-06 12:41:51.290133143,67648286,32.522392,-96.802086,4.0,2.0,162.0,2032.0,6621.12,,,,-1,,,0,327296.04
2025-06-06 14:39:46.813336055,67023124,46.15498,-122.887344,4.0,3.0,203.0,2280.0,1.11,,,,-1,,,0,470877.1
2025-06-06 16:37:42.336538967,87706822,41.82277,-87.60382,3.0,2.0,148.0,1750.0,,,,,-1,,,0,264530.75
2025-06-06 18:35:37.859741879,68848157,40.759663,-111.59777,4.0,3.0,556.0,2864.0,0.49,,,,-1,,,0,1640326.85
2025-06-06 20:33:33.382944790,8420767,32.324368,-111.01867,4.0,3.0,261.0,2007.0,0.67,,,,-1,,,0,527871.74
2025-06-06 22:31:28.906147702,121306153,29.785376,-90.853645,3.0,2.0,141.0,1657.0,0.297,,,,-1,,,0,237039.33
2025-06-07 00:29:24.429350614,79575820,37.681038,-120.947685,4.0,3.0,209.0,3057.0,5502.0,,,,-1,,,0,775414.52
2025-06-07 02:27:19.952553526,82937946,33.235615,-117.31585,2.0,2.0,287.0,1000.0,26.96,,,,-1,,,0,305872.99
2025-06-07 04:25:15.475756437,4505510,41.78911,-88.14991,4.0,2.0,295.0,1100.0,6240.0,,,,-1,,,0,326672.23
2025-06-07 06:23:10.998959349,15307536,37.970383,-121.348,2.0,1.0,436.0,870.0,7562.016,,,,-1,,,0,389837.0
2025-06-07 08:21:06.522162261,2067106892,40.88004,-96.73158,,,,,4838.8412,,,,-1,,,0,124744.27
2025-06-07 10:19:02.045365172,60170011,34.133423,-109.29738,5.0,4.0,237.0,4624.0,4.54,,,,-1,,,0,1071945.74
2025-06-07 12:16:57.568568084,2067077272,33.032948,-94.75413,,0.0,,,200.0,,,,-1,,,0,656734.68
2025-06-07 14:14:53.091770996,2119660411,34.844254,-92.125786,,,,,4.73,,,,-1,,,0,157553.2
2025-06-07 16:12:48.614973908,192583286,30.223051,-95.08283,3.0,2.0,267.0,1216.0,1.33,,,,-1,,,0,323520.47
2025-06-07 18:10:44.138176819,2073394062,35.1079,-118.43501,,0.0,,,2.27,,,,-1,,,0,89224.0
2025-06-07 20:08:39.661379731,249893668,29.730213,-95.49071,3.0,4.0,234.0,2085.0,1482.0,,,,-1,,,0,489407.3
2025-06-07 22:06:35.184582643,7561080,33.46652,-111.981766,3.0,2.0,327.0,1312.0,6752.0,,,,-1,,,0,435526.14
2025-06-08 00:04:30.707785555,103862956,30.418615,-91.18724,1.0,2.0,233.0,944.0,,,,,-1,,,0,222925.55
2025-06-08 02:02:26.230988466,82265780,33.195515,-111.58438,4.0,3.0,217.0,2067.0,5663.0,,,,-1,,,0,452270.8
2025-06-08 04:00:21.754191378,2071684756,36.58833,-93.434364,,,,,1.21,,,,-1,,,0,135720.0
2025-06-08 05:58:17.277394290,250991232,29.396833,-98.71651,3.0,2.0,192.0,1721.0,5227.2,,,,-1,,,0,370160.26
2025-06-08 07:56:12.800597202,2089331471,37.634857,-122.04715,,,57.0,11361.0,0.26,,,,-1,,,0,6036633.95
2025-06-08 09:54:08.323800113,2064656634,32.24821,-110.82263,2.0,2.0,173.0,1009.0,1009.0,,,,-1,,,0,228582.64
2025-06-08 11:52:03.847003025,2067768832,31.402903,-92.43107,,0.0,,,0.98,,,,-1,,,0,57870.7
2025-06-08 13:49:59.370205937,2065504540,31.08289,-97.40087,,0.0,,,9099.684,,,,-1,,,0,60732.64
2025-06-08 15:47:54.893408849,244684980,29.59752,-98.38588,4.0,3.0,159.0,2418.0,5314.32,,,,-1,,,0,376738.61
2025-06-08 17:45:50.416611760,65357355,33.10134,-96.62393,3.0,2.0,243.0,1683.0,6534.0,,,,-1,,,0,415208.05
2025-06-08 19:43:45.939814672,2068783606,29.79029,-95.43878,4.0,3.0,224.0,2631.0,2396.0,,,,-1,,,0,590383.02
2025-06-08 21:41:41.463017584,97405443,31.94675,-110.7996,4.0,4.0,254.0,2851.0,1.0222,,,,-1,,,0,737325.08
2025-06-08 23:39:36.986220496,2070865916,,,0.0,0.0,,,28.16,,,,-1,,,0,1073469.4
2025-06-09 01:37:32.509423407,20320806,34.46492,-118.66057,7.0,7.0,164.0,5166.0,5.2404,,,,-1,,,0,934515.5
2025-06-09 03:35:28.032626319,17745263,33.825367,-116.53072,2.0,3.0,369.0,1839.0,3049.2,,,,-1,,,0,683233.44
2025-06-09 05:33:23.555829231,115778471,48.144337,-116.18032,3.0,2.0,318.0,1254.0,7840.8,,,,-1,,,0,405096.65
2025-06-09 07:31:19.079032142,54963717,33.641514,-116.24049,4.0,5.0,569.0,4168.0,0.63,,,,-1,,,0,2660654.77
2025-06-09 09:29:14.602235054,2068656868,32.7912,-96.48642,4.0,3.0,191.0,2380.0,6098.4,,,,-1,,,0,454454.26
2025-06-09 11:27:10.125437966,13501940,39.640312,-106.381485,3.0,4.0,4473.0,2280.0,8712.0,,,,-1,,,0,7740255.12
2025-06-09 13:25:05.648640878,82528847,36.26467,-115.20642,5.0,3.0,202.0,2397.0,6098.0,,,,-1,,,0,487707.75
2025-06-09 15:23:01.171843789,55093367,48.16314,-122.13244,5.0,3.0,266.0,3116.0,6098.4,,,,-1,,,0,824743.05
2025-06-09 17:20:56.695046701,16565786,33.361614,-117.23218,3.0,2.0,377.0,1989.0,0.55,,,,-1,,,0,771607.91
2025-06-09 19:18:52.218249613,56392752,40.40552,-111.929,5.0,3.0,202.0,2694.0,8276.4,,,,-1,,,0,548143.65
2025-06-09 21:16:47.741452525,2069125556,30.218164,-95.64451,,0.0,,,11.2,,,,-1,,,0,657963.73
2025-06-09 23:14:43.264655436,2815109,38.590694,-90.32634,2.0,1.0,189.0,1030.0,6751.8,,,,-1,,,0,198013.78
2025-06-10 01:12:38.787858348,2081648622,,,,,,,0.5,,,,-1,,,0,134539.81
2025-06-10 03:10:34.311061260,239565360,38.57698,-109.55361,0.0,0.0,,,6969.6,,,,-1,,,0,284010.82
2025-06-10 05:08:29.834264172,53867587,45.527714,-122.39306,3.0,2.0,311.0,1636.0,7840.8,,,,-1,,,0,515170.39
2025-06-10 07:06:25.357467083,163423560,32.956085,-97.25104,3.0,2.0,251.0,2011.0,1.003,,,,-1,,,0,502281.25
2025-06-10 09:04:20.880669995,2066817162,47.649715,-117.45283,3.0,2.0,268.0,1408.0,6820.0,,,,-1,,,0,389311.01
2025-06-10 11:02:16.403872907,28182764,29.588194,-95.1939,3.0,2.0,162.0,1473.0,7261.452,,,,-1,,,0,239114.78
2025-06-10 13:00:11.927075819,2064147458,33.96489,-116.56414,3.0,2.0,219.0,1806.0,6098.4,,,,-1,,,0,412565.7
2025-06-10 14:58:07.450278730,105680637,39.847416,-96.63796,2.0,2.0,104.0,572.0,9879.0,,,,-1,,,0,72512.0
2025-06-10 16:56:02.973481642,68443873,41.083893,-112.01108,4.0,4.0,190.0,2502.0,7840.8,,,,-1,,,0,491388.41
2025-06-10 18:53:58.496684554,26721202,32.69743,-96.80762,3.0,2.0,215.0,1138.0,7492.32,,,,-1,,,0,241699.8
2025-06-10 20:51:54.019887466,305288405,29.767574,-95.86249,3.0,2.0,160.0,2480.0,9705.168,,,,-1,,,0,376336.13
2025-06-10 22:49:49.543090377,2065753877,,,3.0,2.0,301.0,1336.0,5227.2,,,,-1,,,0,398777.81
2025-06-11 00:47:45.066293289,2104371248,,,,,,,1.0,,,,-1,,,0,81907.0
2025-06-11 02:45:40.589496201,2064183667,32.280716,-95.14845,2.0,1.0,168.0,1008.0,0.5,,,,-1,,,0,185073.99
2025-06-11 04:43:36.112699113,108316719,31.590988,-111.06683,3.0,2.0,279.0,2853.0,4.3,,,,-1,,,0,788704.29
2025-06-11 06:41:31.635902024,2065691763,32.81635,-109.707794,4.0,1.75,129.0,2312.0,1.11,,,,-1,,,0,290617.57
2025-06-11 08:39:27.159104936,2068719137,30.128916,-97.40785,4.0,3.0,218.0,3205.0,0.275,,,,-1,,,0,703016.25
2025-06-11 10:37:22.682307848,2069968661,,,4.0,2.0,175.0,1602.0,,,,,-1,,,0,279712.85
2025-06-11 12:35:18.205510759,145658935,30.410858,-97.93475,3.0,3.0,379.0,1619.0,0.413,,,,-1,,,0,621813.9
2025-06-11 14:33:13.728713671,2066688940,34.55135,-90.65991,,0.0,,,6098.4,,,,-1,,,0,67569.12
2025-06-11 16:31:09.251916583,77360443,37.65208,-97.301865,3.0,1.0,56.0,2200.0,6534.0,,,,-1,,,0,144877.71
2025-06-11 18:29:04.775119495,109796086,32.583965,-93.5351,4.0,2.0,58.0,1568.0,0.8756,,,,-1,,,0,108444.0
2025-06-11 20:27:00.298322406,89049631,43.704205,-116.41648,3.0,3.0,235.0,1907.0,6098.4,,,,-1,,,0,451338.23
2025-06-11 22:24:55.821525318,2065625373,33.655594,-112.48737,,,,,100.0,,,,-1,,,0,2341145.01
2025-06-12 00:22:51.344728230,225570854,30.215492,-92.36515,4.0,4.0,93.0,3831.0,10001.376,,,,-1,,,0,366512.77
2025-06-12 02:20:46.867931142,2064249606,,,4.0,4.0,215.0,3495.0,1.26,,,,-1,,,0,742496.32
2025-06-12 04:18:42.391134053,27769261,29.729664,-95.28472,3.0,2.0,223.0,4693.0,0.2652,,,,-1,,,0,998720.36
2025-06-12 06:16:37.914336965,2066397175,38.475002,-90.533424,,,,,0.65,,,,-1,,,0,41899.0
2025-06-12 08:14:33.437539877,2067823778,,,,,,,6490.44,,,,-1,,,0,66705.99
2025-06-12 10:12:28.960742789,2066749906,37.811874,-122.36554,2.0,3.0,1354.0,1909.0,,,,,-1,,,0,3071338.6
2025-06-12 12:10:24.483945700,15949109,34.966038,-120.423386,2.0,2.0,320.0,1246.0,,,,,-1,,,0,764277.9
2025-06-12 14:08:20.007148612,15449925,35.114456,-120.59346,3.0,3.0,480.0,1496.0,5030.0,,,,-1,,,0,709371.85
2025-06-12 16:06:15.530351524,64676476,33.7539,-117.987495,3.0,2.0,135.0,1326.0,,,,,-1,,,0,237233.99
2025-06-12 18:04:11.053554436,106106065,31.719181,-93.17111,3.0,3.0,97.0,2454.0,4.81,,,,-1,,,0,246306.54
2025-06-12 20:02:06.576757347,18167104,33.465168,-117.11645,4.0,3.0,355.0,1999.0,7405.0,,,,-1,,,0,714857.28
2025-06-12 22:00:02.099960259,28490241,30.051607,-95.5047,3.0,2.0,133.0,2158.0,6773.58,,,,-1,,,0,282922.12
2025-06-12 23:57:57.623163171,23259926,45.67487,-122.65559,2.0,1.0,227.0,944.0,,,,,-1,,,0,245320.89
2025-06-13 01:55:53.146366082,38585440,47.823475,-122.21049,2.0,2.0,450.0,884.0,,,,,-1,,,0,405524.0
2025-06-13 03:53:48.669568994,137795633,34.168858,-116.37874,,,,,0.424,,,,-1,,,0,46858.0
2025-06-13 05:51:44.192771906,2070546603,41.181408,-88.181725,,,,,1.5,,,,-1,,,0,49204.6
2025-06-13 07:49:39.715974818,48738823,47.387367,-122.02074,2.0,1.0,436.0,2060.0,4.1432,,,,-1,,,0,887587.83
2025-06-13 09:47:35.239177729,235071817,32.948997,-94.982086,,,,,10.73,,,,-1,,,0,191723.5
2025-06-13 11:45:30.762380641,2068580058,34.71702,-106.6817,,,,,0.25,,,,-1,,,0,28398.09
2025-06-13 13:43:26.285583553,222360163,42.25691,-88.92891,,,,,0.58,,,,-1,,,0,63454.2
2025-06-13 15:41:21.808786465,333010655,32.44725,-111.229996,4.0,2.0,206.0,1823.0,6534.0,,,,-1,,,0,382081.05
2025-06-13 17:39:17.331989376,2066589469,,,,0.0,,,10018.8,,,,-1,,,0,86587.0
2025-06-13 19:37:12.855192288,2068457807,34.53413,-94.93575,,0.0,,,77.0,,,,-1,,,0,350257.12
2025-06-13 21:35:08.378395200,96019016,38.61855,-121.47356,,,,,0.5,,,,-1,,,0,201952.88
