timestamps,property_id,latitude,longitude,bedroom_number,bathroom_number,price_per_unit,living_space,land_space,broker_id,year_build,total_num_units,listing_age,agent_name,agent_phone,is_owned_by_zillow,pred_price
2025-05-27 19:27:37.757975181,2076613791,47.813828,-118.4254,,,,,1.05,,,,-1,,,0,741733.72
2025-05-27 19:40:43.291867494,2078573775,29.40851,-95.05001,4.0,3.0,157.0,2199.0,,,,,-1,,,0,411915.67
2025-05-27 19:53:48.825759806,48204391,44.59177,-123.30548,5.0,3.0,257.0,2696.0,10018.8,,,,-1,,,0,662279.17
2025-05-27 20:06:54.359652118,20996502,33.896545,-118.24719,3.0,2.0,346.0,1384.0,5101.0,,,,-1,,,0,501184.54
2025-05-27 20:19:59.893544431,2070449497,36.218113,-115.11967,,,,0.0,0.33,,,,-1,,,0,70707.09
2025-05-27 20:33:05.427436743,2075416060,,,,,,,3.003,,,,-1,,,0,144541.8
2025-05-27 20:46:10.961329055,73824204,30.070164,-89.81607,,,,,0.32,,,,-1,,,0,121716.98
2025-05-27 20:59:16.495221368,48388295,44.041767,-123.10167,3.0,1.0,366.0,1020.0,8276.4,,,,-1,,,0,382687.99
2025-05-27 21:12:22.029113680,21569019,34.067265,-117.91594,4.0,2.0,496.0,1612.0,7381.0,,,,-1,,,0,761668.8
2025-05-27 21:25:27.563005993,325860536,33.679768,-117.719505,2.0,2.0,590.0,1658.0,2000.0,,,,-1,,,0,987119.33
2025-05-27 21:38:33.096898305,2067435571,,,3.0,2.0,185.0,2001.0,0.4356,,,,-1,,,0,354862.2
2025-05-27 21:51:38.630790617,61065866,42.927975,-123.28391,2.0,1.0,331.0,600.0,4791.6,,,,-1,,,0,291325.43
2025-05-27 22:04:44.164682930,2065855510,32.379353,-94.874344,,,,,1.299,,,,-1,,,0,144786.97
2025-05-27 22:17:49.698575242,25474344,33.726967,-117.83159,4.0,3.0,573.0,1553.0,2199.78,,,,-1,,,0,977785.08
2025-05-27 22:30:55.232467554,2065886884,28.148336,-96.99656,,0.0,,,9147.0,,,,-1,,,0,103306.98
2025-05-27 22:44:00.766359867,96895481,41.54181,-90.57111,6.0,4.0,110.0,1900.0,0.2532,,,,-1,,,0,229411.0
2025-05-27 22:57:06.300252179,55052509,46.956142,-123.77696,4.0,2.0,202.0,1724.0,6960.888,,,,-1,,,0,368223.07
2025-05-27 23:10:11.834144491,80827648,41.91935,-87.64356,2.0,1.0,400.0,900.0,,,,,-1,,,0,389039.0
2025-05-27 23:23:17.368036804,8465190,32.304226,-110.82689,2.0,2.0,216.0,1363.0,871.2,,,,-1,,,0,317123.11
2025-05-27 23:36:22.901929116,27047464,32.968445,-96.66555,3.0,2.0,220.0,1404.0,6838.92,,,,-1,,,0,314697.41
2025-05-27 23:49:28.435821428,144537227,42.335926,-122.896255,3.0,2.0,105.0,1188.0,,,,,-1,,,0,168617.87
2025-05-28 00:02:33.969713741,332857692,37.758133,-122.46742,6.0,5.0,840.0,3565.0,2500.344,,,,-1,,,0,3382393.95
2025-05-28 00:15:39.503606053,2069124357,38.757156,-92.2595,,,,,9653.6625,,,,-1,,,0,44309.92
2025-05-28 00:28:45.037498365,12964527,39.904964,-105.0324,3.0,3.0,271.0,2156.0,5890.0,,,,-1,,,0,625117.23
2025-05-28 00:41:50.571390678,248242137,39.496666,-88.17565,,0.0,44.0,1172.0,5227.2,,,,-1,,,0,124977.0
2025-05-28 00:54:56.105282990,2068034667,29.359463,-95.194595,5.0,6.0,153.0,3266.0,4.7323,,,,-1,,,0,528389.59
2025-05-28 01:08:01.639175303,231638301,32.307293,-102.55082,3.0,2.0,123.0,1216.0,0.27,,,,-1,,,0,193440.43
2025-05-28 01:21:07.173067615,20549809,34.11481,-118.58126,4.0,3.0,807.0,2099.0,0.26,,,,-1,,,0,1763558.22
2025-05-28 01:34:12.706959927,21716749,35.329582,-97.4963,3.0,2.0,140.0,1460.0,6970.0,,,,-1,,,0,215687.93
2025-05-28 01:47:18.240852240,244635484,40.43028,-111.85376,8.0,6.0,235.0,5085.0,10018.8,,,,-1,,,0,1174783.35
2025-05-28 02:00:23.774744552,60252364,32.98767,-96.60555,4.0,2.0,170.0,2748.0,0.347,,,,-1,,,0,432177.58
2025-05-28 02:13:29.308636864,18033098,33.908684,-116.77637,3.0,2.0,130.0,1456.0,7841.0,,,,-1,,,0,408088.7
2025-05-28 02:26:34.842529177,2066716244,29.488968,-96.82224,0.0,0.0,,,228.704,,,,-1,,,0,763024.34
2025-05-28 02:39:40.376421489,2067719426,,,4.0,3.0,212.0,2545.0,435.6,,,,-1,,,0,770270.67
2025-05-28 02:52:45.910313801,215126702,39.74634,-94.779305,4.0,2.0,188.0,1594.0,6534.0,,,,-1,,,0,311172.19
2025-05-28 03:05:51.444206114,18047340,33.753246,-116.716576,3.0,2.0,346.0,2710.0,0.33,,,,-1,,,0,911341.92
2025-05-28 03:18:56.978098426,216929104,34.780445,-111.75846,,,,,0.26,,,,-1,,,0,57662.25
2025-05-28 03:32:02.511990738,2067876203,,,,,,,147.7,,,,-1,,,0,1303963.88
2025-05-28 03:45:08.045883051,2066402439,47.48371,-120.36581,,,,0.0,0.4686,,,,-1,,,0,1994394.94
2025-05-28 03:58:13.579775363,102576715,32.265537,-95.32546,5.0,5.0,202.0,3950.0,,,,,-1,,,0,840309.87
2025-05-28 04:11:19.113667676,2068687585,35.378677,-97.41836,3.0,2.0,172.0,1769.0,,,,,-1,,,0,285111.93
2025-05-28 04:24:24.647559988,2065554807,,,5.0,3.0,151.0,3955.0,8712.0,,,,-1,,,0,547622.23
2025-05-28 04:37:30.181452300,2069574437,,,3.0,2.0,227.0,1880.0,7143.84,,,,-1,,,0,422655.72
2025-05-28 04:50:35.715344613,82786167,37.786022,-122.39239,2.0,2.0,1779.0,1309.0,1.2861,,,,-1,,,0,2377246.64
2025-05-28 05:03:41.249236925,2067514455,29.284222,-96.90143,,0.0,,,39.43,,,,-1,,,0,1011618.81
2025-05-28 05:16:46.783129237,2078811618,,,,,,,1.094,,,,-1,,,0,107294.5
2025-05-28 05:29:52.317021550,70304944,30.0437,-95.55314,5.0,8.0,267.0,6533.0,1.7378,,,,-1,,,0,1529703.45
2025-05-28 05:42:57.850913862,2072770959,,,,,,,92.18,,,,-1,,,0,1283899.75
2025-05-28 05:56:03.384806174,20194485,34.455475,-118.542694,4.0,3.0,478.0,2573.0,6702.0,,,,-1,,,0,1078472.22
2025-05-28 06:09:08.918698487,2066841985,29.806252,-95.488235,2.0,2.0,127.0,930.0,,,,,-1,,,0,178925.75
2025-05-28 06:22:14.452590799,2066820457,43.644875,-116.40517,3.0,2.0,359.0,2060.0,8015.04,,,,-1,,,0,754449.88
2025-05-28 06:35:19.986483111,17152078,32.606956,-117.07255,3.0,2.0,484.0,1342.0,2178.0,,,,-1,,,0,697024.82
2025-05-28 06:48:25.520375424,2085725447,31.79271,-99.04524,,,,,9583.2,,,,-1,,,0,242737.49
2025-05-28 07:01:31.054267736,2068365293,33.034676,-97.338135,3.0,3.0,225.0,2158.0,5880.6,,,,-1,,,0,491991.14
2025-05-28 07:14:36.588160048,110394538,39.011078,-91.8984,3.0,2.0,0.0,1512.0,0.59,,,,-1,,,0,97041.91
2025-05-28 07:27:42.122052361,318486242,34.095333,-116.421425,5.0,3.0,260.0,2527.0,0.2574,,,,-1,,,0,647632.69
2025-05-28 07:40:47.655944673,22011169,35.509064,-97.625755,3.0,2.0,183.0,1200.0,8999.496,,,,-1,,,0,221247.71
2025-05-28 07:53:53.189836986,157730612,33.311607,-111.709236,3.0,2.0,351.0,1804.0,5200.0,,,,-1,,,0,632324.33
2025-05-28 08:06:58.723729298,2065463387,47.703423,-122.35816,2.0,2.0,605.0,1320.0,945.252,,,,-1,,,0,827417.76
2025-05-28 08:20:04.257621610,24889059,37.615227,-122.03768,3.0,2.0,521.0,1900.0,4791.6,,,,-1,,,0,909534.32
2025-05-28 08:33:09.791513923,2068436195,33.713924,-112.36678,2.0,2.0,280.0,1272.0,3484.8,,,,-1,,,0,379345.64
2025-05-28 08:46:15.325406235,112609049,36.053326,-90.48109,3.0,1.0,17.0,1115.0,,,,,-1,,,0,41331.5
2025-05-28 08:59:20.859298547,23521251,47.642967,-117.4261,4.0,3.0,233.0,3207.0,6650.0,,,,-1,,,0,770713.36
2025-05-28 09:12:26.393190860,64520277,33.956924,-116.996956,2.0,2.0,269.0,1687.0,6098.0,,,,-1,,,0,484969.83
2025-05-28 09:25:31.927083172,29115907,32.8788,-97.143394,3.0,4.0,301.0,2951.0,0.78,,,,-1,,,0,873773.53
2025-05-28 09:38:37.460975484,2067456196,,,,,,,160.0,,,,-1,,,0,1366455.63
2025-05-28 09:51:42.994867797,67633576,32.122177,-96.949646,6.0,4.0,119.0,3768.0,1.01,,,,-1,,,0,452781.3
2025-05-28 10:04:48.528760109,60786244,42.109997,-123.56798,3.0,3.0,326.0,1728.0,5.04,,,,-1,,,0,557892.69
2025-05-28 10:17:54.062652421,23659805,48.94792,-122.146675,3.0,2.0,281.0,1280.0,7501.032,,,,-1,,,0,379155.83
2025-05-28 10:30:59.596544734,28708302,30.467318,-95.5675,4.0,4.0,121.0,4833.0,0.4472,,,,-1,,,0,525414.1
2025-05-28 10:44:05.130437046,2064188094,,,12.0,7.0,421.0,5700.0,0.3889,,,,-1,,,0,1884479.45
2025-05-28 10:57:10.664329359,27697621,29.529083,-95.05494,4.0,4.0,119.0,4592.0,0.252,,,,-1,,,0,496118.9
2025-05-28 11:10:16.198221671,28625219,32.366016,-97.23464,3.0,2.0,111.0,1792.0,8755.56,,,,-1,,,0,187046.71
2025-05-28 11:23:21.732113983,18599061,38.709766,-120.61046,3.0,2.0,301.0,1324.0,0.32,,,,-1,,,0,407481.35
2025-05-28 11:36:27.266006296,2090331371,36.472008,-92.95689,,0.0,,,8.87,,,,-1,,,0,5709582.91
2025-05-28 11:49:32.799898608,2067346508,32.88434,-109.81428,,,,,1.4,,,,-1,,,0,135168.0
2025-05-28 12:02:38.333790920,2067059862,35.896614,-95.837166,,0.0,,,18.61,,,,-1,,,0,284687.25
2025-05-28 12:15:43.867683233,27350972,32.338062,-96.64667,3.0,2.0,179.0,1496.0,9801.0,,,,-1,,,0,280939.41
2025-05-28 12:28:49.401575545,2064251292,47.29629,-122.50049,2.0,2.0,523.0,1344.0,,,,,-1,,,0,677700.07
2025-05-28 12:41:54.935467857,2067590436,30.335047,-97.55857,3.0,2.0,258.0,1546.0,,,,,-1,,,0,409519.03
2025-05-28 12:55:00.469360170,17975005,33.748627,-117.016174,3.0,2.0,266.0,1610.0,7841.0,,,,-1,,,0,468069.61
2025-05-28 13:08:06.003252482,21061467,33.89607,-118.11129,3.0,2.0,409.0,1806.0,5516.0,,,,-1,,,0,734446.03
2025-05-28 13:21:11.537144794,2088677064,,,15.0,12.0,449.0,5337.0,10800.0,,,,-1,,,0,3212187.55
2025-05-28 13:34:17.071037107,2064159405,39.095024,-105.72771,,,,,5.42,,,,-1,,,0,100164.33
2025-05-28 13:47:22.604929419,2068601824,,,3.0,2.0,233.0,1497.0,,,,,-1,,,0,355713.53
2025-05-28 14:00:28.138821731,2357878,39.040592,-94.53612,3.0,1.0,86.0,1728.0,9854.0,,,,-1,,,0,159811.74
2025-05-28 14:13:33.672714044,3015983,38.568615,-90.27525,2.0,2.0,145.0,1000.0,3528.36,,,,-1,,,0,176181.96
2025-05-28 14:26:39.206606356,20225486,34.404243,-118.54693,4.0,3.0,482.0,2280.0,6534.0,,,,-1,,,0,997262.63
2025-05-28 14:39:44.740498669,3616060,41.915314,-87.823654,4.0,4.0,239.0,2500.0,5937.228,,,,-1,,,0,601935.22
2025-05-28 14:52:50.274390981,50241058,37.178795,-93.269135,3.0,1.0,94.0,1166.0,7405.2,,,,-1,,,0,103155.99
2025-05-28 15:05:55.808283293,19543346,37.38497,-122.02162,4.0,3.0,1249.0,1320.0,7089.0,,,,-1,,,0,1794078.37
2025-05-28 15:19:01.342175606,247077979,29.634258,-98.204025,3.0,2.0,174.0,2147.0,8276.4,,,,-1,,,0,366454.22
2025-05-28 15:32:06.876067918,4148857,41.684513,-87.67557,4.0,3.0,194.0,1700.0,6982.668,,,,-1,,,0,363794.32
2025-05-28 15:45:12.409960230,2066585841,48.712166,-122.34847,,,,0.0,5998.212,,,,-1,,,0,289750.4
2025-05-28 15:58:17.943852543,62717040,39.107243,-105.071594,4.0,4.0,227.0,3513.0,2.55,,,,-1,,,0,790857.32
2025-05-28 16:11:23.477744855,2066745889,30.36826,-95.64113,4.0,3.0,157.0,3001.0,,,,,-1,,,0,448096.7
2025-05-28 16:24:29.011637167,2064126202,,,3.0,2.0,295.0,1522.0,7405.2,,,,-1,,,0,439014.48
2025-05-28 16:37:34.545529480,2065798445,33.49192,-112.84925,,,,,1.01,,,,-1,,,0,197180.0
2025-05-28 16:50:40.079421792,113079247,38.99235,-119.15686,,,,,7405.2,,,,-1,,,0,368372.97
2025-05-28 17:03:45.613314104,49120851,47.599792,-122.109184,3.0,3.0,2045.0,3510.0,0.5772,,,,-1,,,0,5215036.26
2025-05-28 17:16:51.147206417,2067759859,27.914864,-97.34461,,0.0,,0.0,63.8,,,,-1,,,0,1077737.67
2025-05-28 17:29:56.681098729,2068597230,33.592922,-111.7864,2.0,3.0,356.0,2020.0,1800.0,,,,-1,,,0,719654.62
2025-05-28 17:43:02.214991042,2066613062,,,3.0,2.0,257.0,1750.0,10.728,,,,-1,,,0,437051.03
2025-05-28 17:56:07.748883354,5545465,42.291374,-89.07967,3.0,1.0,205.0,365.0,4791.6,,,,-1,,,0,165122.89
2025-05-28 18:09:13.282775666,2067412554,43.12911,-115.69531,4.0,3.0,201.0,2104.0,5227.2,,,,-1,,,0,426998.92
2025-05-28 18:22:18.816667979,2064145615,41.170265,-95.94171,4.0,2.0,332.0,1091.0,0.25,,,,-1,,,0,372873.4
2025-05-28 18:35:24.350560291,333741745,34.87083,-92.42832,3.0,2.0,164.0,2165.0,8712.0,,,,-1,,,0,328067.69
2025-05-28 18:48:29.884452603,192589313,30.431997,-94.90675,5.0,3.0,189.0,3960.0,12.185,,,,-1,,,0,784410.86
2025-05-28 19:01:35.418344916,2065536012,,,3.0,2.0,226.0,2110.0,6862.0,,,,-1,,,0,467158.64
2025-05-28 19:14:40.952237228,2069923456,33.156902,-97.12674,4.0,3.0,188.0,3424.0,7492.32,,,,-1,,,0,645557.51
2025-05-28 19:27:46.486129540,13951936,39.080547,-108.5299,2.0,2.0,243.0,864.0,,,,,-1,,,0,227227.8
2025-05-28 19:40:52.020021853,2067835503,29.53926,-98.73383,4.0,3.0,214.0,2297.0,8015.04,,,,-1,,,0,489195.88
2025-05-28 19:53:57.553914165,2064092253,38.38292,-88.36743,3.0,1.0,78.0,950.0,10454.0,,,,-1,,,0,76316.35
2025-05-28 20:07:03.087806477,61052635,43.388294,-123.35695,3.0,2.0,264.0,1551.0,8276.4,,,,-1,,,0,429529.77
2025-05-28 20:20:08.621698790,2133527408,41.58349,-88.60391,,,,,1.48,,,,-1,,,0,188533.96
2025-05-28 20:33:14.155591102,26648041,33.150642,-96.504456,3.0,2.0,222.0,1801.0,1.057,,,,-1,,,0,409886.91
2025-05-28 20:46:19.689483414,2064151732,32.785233,-107.54585,,,,,67.0,,,,-1,,,0,520017.09
2025-05-28 20:59:25.223375727,2066624883,36.351734,-119.690506,3.0,3.0,230.0,2115.0,,,,,-1,,,0,496336.07
2025-05-28 21:12:30.757268039,66249306,30.491611,-91.13993,3.0,1.0,93.0,1220.0,15.0,,,,-1,,,0,398452.08
2025-05-28 21:25:36.291160352,249653870,30.134579,-92.09021,,,,,0.47,,,,-1,,,0,93987.5
2025-05-28 21:38:41.825052664,2070496175,35.530468,-112.15631,,,,,16.0,,,,-1,,,0,349749.24
2025-05-28 21:51:47.358944976,24938066,37.69451,-121.78612,2.0,2.0,607.0,1037.0,1481.04,,,,-1,,,0,737924.0
2025-05-28 22:04:52.892837289,79784376,34.86663,-92.14734,3.0,2.0,120.0,1855.0,9147.6,,,,-1,,,0,219918.4
2025-05-28 22:17:58.426729601,2068028376,35.280525,-106.68189,3.0,2.0,229.0,1406.0,,,,,-1,,,0,334565.04
2025-05-28 22:31:03.960621913,251224454,33.36481,-97.17594,3.0,2.0,177.0,2085.0,0.35,,,,-1,,,0,359625.91
2025-05-28 22:44:09.494514226,83031929,36.142853,-115.27488,1.0,1.0,271.0,737.0,,,,,-1,,,0,236197.84
2025-05-28 22:57:15.028406538,124268810,44.92506,-122.958954,3.0,2.0,367.0,1032.0,7840.8,,,,-1,,,0,393681.98
2025-05-28 23:10:20.562298850,67155286,40.333527,-105.52798,4.0,5.0,346.0,6055.0,1.16,,,,-1,,,0,1853830.0
2025-05-28 23:23:26.096191163,2068463377,29.57177,-98.22027,4.0,2.0,202.0,1847.0,6098.4,,,,-1,,,0,380983.59
2025-05-28 23:36:31.630083475,27753448,29.787773,-95.36799,,0.0,,,5549.544,,,,-1,,,0,240845.29
2025-05-28 23:49:37.163975787,2066576761,33.30046,-96.98564,4.0,3.0,169.0,2279.0,,,,,-1,,,0,383115.23
2025-05-29 00:02:42.697868100,246927327,30.278805,-95.477196,3.0,4.0,209.0,3054.0,8991.0,,,,-1,,,0,639413.04
2025-05-29 00:15:48.231760412,55573402,25.950167,-97.54346,3.0,2.0,137.0,1092.0,5000.0,,,,-1,,,0,288994.9
2025-05-29 00:28:53.765652725,2067896875,35.162766,-97.425934,3.0,2.0,168.0,1689.0,6599.34,,,,-1,,,0,270485.08
2025-05-29 00:41:59.299545037,2066777252,47.203217,-122.336334,5.0,3.0,266.0,3081.0,6464.304,,,,-1,,,0,822322.67
2025-05-29 00:55:04.833437349,22165091,36.129536,-95.8389,3.0,1.0,185.0,840.0,7753.68,,,,-1,,,0,181047.81
2025-05-29 01:08:10.367329662,2066430216,41.607098,-87.90251,,,,,0.3,,,,-1,,,0,49717.58
2025-05-29 01:21:15.901221974,28178090,29.853651,-95.270676,3.0,2.0,169.0,1536.0,6599.34,,,,-1,,,0,254902.97
2025-05-29 01:34:21.435114286,307627498,36.196926,-95.023605,1.0,1.0,223.0,480.0,10.0,,,,-1,,,0,178921.99
2025-05-29 01:47:26.969006599,25300247,33.720394,-118.05921,4.0,4.0,876.0,5132.0,5650.0,,,,-1,,,0,3794327.6
2025-05-29 02:00:32.502898911,22053109,35.374905,-97.11617,3.0,1.0,135.0,960.0,5.0,,,,-1,,,0,160015.88
2025-05-29 02:13:38.036791223,2067037080,,,2.0,2.0,240.0,1579.0,,,,,-1,,,0,391333.01
2025-05-29 02:26:43.570683536,2065662893,47.559265,-122.3635,4.0,3.0,541.0,1349.0,945.252,,,,-1,,,0,722563.13
2025-05-29 02:39:49.104575848,83713906,37.157818,-93.35908,4.0,3.0,92.0,3254.0,6969.6,,,,-1,,,0,313677.77
2025-05-29 02:52:54.638468160,109103065,36.228584,-93.115295,3.0,2.0,174.0,1140.0,9583.0,,,,-1,,,0,196127.23
2025-05-29 03:06:00.172360473,2067149607,41.89818,-87.66219,3.0,3.0,368.0,1900.0,,,,,-1,,,0,718167.05
2025-05-29 03:19:05.706252785,89414674,27.737371,-97.130806,,0.0,,,5001.0,,,,-1,,,0,228299.81
2025-05-29 03:32:11.240145097,50384302,30.107527,-94.15043,3.0,4.0,149.0,2661.0,7736.256,,,,-1,,,0,407847.51
2025-05-29 03:45:16.774037410,191312536,34.725838,-112.02521,,,,,7405.2,,,,-1,,,0,119313.45
2025-05-29 03:58:22.307929722,2072757813,29.868992,-95.78276,4.0,4.0,205.0,3748.0,,,,,-1,,,0,796367.77
2025-05-29 04:11:27.841822035,250766571,38.535976,-109.51294,,,,,1.98,,,,-1,,,0,118027.83
2025-05-29 04:24:33.375714347,2066402497,46.214172,-119.33376,3.0,2.0,245.0,2033.0,5662.8,,,,-1,,,0,490626.79
2025-05-29 04:37:38.909606659,2066664462,29.831118,-97.96783,4.0,3.0,178.0,2036.0,4791.6,,,,-1,,,0,371100.11
2025-05-29 04:50:44.443498972,88907231,39.93286,-104.901794,4.0,3.0,242.0,2428.0,8239.0,,,,-1,,,0,583674.95
2025-05-29 05:03:49.977391284,305530186,36.435406,-92.349754,,,,,80.0,,,,-1,,,0,591372.8
2025-05-29 05:16:55.511283596,2065521364,37.622757,-104.85865,,,,,2.25,,,,-1,,,0,121272.96
2025-05-29 05:30:01.045175909,127133497,39.613678,-90.80352,4.0,0.0,27.0,1648.0,9600.0,,,,-1,,,0,138594.99
2025-05-29 05:43:06.579068221,247544673,30.01472,-89.95328,,,,,0.2755,,,,-1,,,0,131135.97
2025-05-29 05:56:12.112960533,2065598262,34.048473,-118.953064,2.0,2.0,1394.0,1075.0,1742.0,,,,-1,,,0,1787371.11
2025-05-29 06:09:17.646852846,99366757,47.16025,-122.7077,,,,0.0,10698.336,,,,-1,,,0,162477.3
2025-05-29 06:22:23.180745158,115765560,38.37828,-88.3656,2.0,1.0,50.0,1200.0,,,,,-1,,,0,70761.99
2025-05-29 06:35:28.714637470,49272236,47.182808,-122.30476,4.0,2.0,232.0,2150.0,0.2537,,,,-1,,,0,526445.84
2025-05-29 06:48:34.248529783,19954518,34.206917,-118.47645,4.0,2.0,483.0,2067.0,7501.0,,,,-1,,,0,1002136.16
2025-05-29 07:01:39.782422095,2065607915,34.061737,-117.749176,6.0,8.0,358.0,5712.0,6660.0,,,,-1,,,0,1699527.95
2025-05-29 07:14:45.316314408,2084594497,,,,,,0.0,18.66,,,,-1,,,0,855200.5
2025-05-29 07:27:50.850206720,2065395208,27.890415,-97.17228,1.0,1.0,236.0,720.0,2.5,,,,-1,,,0,204363.88
2025-05-29 07:40:56.384099032,114175171,34.64221,-92.87864,,,,,0.39,,,,-1,,,0,53825.0
2025-05-29 07:54:01.917991345,61945913,47.322113,-119.5402,5.0,2.0,215.0,1648.0,5880.6,,,,-1,,,0,414455.98
2025-05-29 08:07:07.451883657,231571785,36.17548,-94.58313,4.0,2.0,58.0,3003.0,3.94,,,,-1,,,0,207529.99
2025-05-29 08:20:12.985775969,2064252715,,,,,,,4.25,,,,-1,,,0,289525.68
2025-05-29 08:33:18.519668282,2067398057,,,5.0,3.0,235.0,2578.0,,,,,-1,,,0,597807.14
2025-05-29 08:46:24.053560594,2068605181,,,,,,,0.78,,,,-1,,,0,222640.86
2025-05-29 08:59:29.587452906,2064331839,21.296406,-157.84093,1.0,1.0,1254.0,569.0,,,,,-1,,,0,1095401.43
2025-05-29 09:12:35.121345219,20305718,34.684704,-118.18962,4.0,3.0,239.0,2190.0,6275.0,,,,-1,,,0,518523.95
